title,company,seniority,role_family,skills
Cloud ML Engineer: AI/DL Optimization & Scale,"Qualcomm Technologies, Inc",Lead/Manager+,Data Scientist,Machine Learning
Cloud ML Engineer: AI/DL Optimization & Scale,"Qualcomm Technologies, Inc",Lead/Manager+,Data Scientist,Deep Learning
Applied AI Engineer: End-to-End ML & MLOps,Remal Ventures,Mid,Data Scientist,Python
Applied AI Engineer: End-to-End ML & MLOps,Remal Ventures,Mid,Data Scientist,Machine Learning
Computational Research Expert (AI Specialist),Aramco,Senior,Data Scientist,Python
Computational Research Expert (AI Specialist),Aramco,Senior,Data Scientist,Machine Learning
Computational Research Expert (AI Specialist),Aramco,Senior,Data Scientist,Deep Learning
Computational Research Expert (AI Specialist),Aramco,Senior,Data Scientist,Statistics
Computational Research Expert (AI Specialist),Aramco,Senior,Data Scientist,Communication
GCP AI Engineer,flint-international,Senior,Data Scientist,Python
GCP AI Engineer,flint-international,Senior,Data Scientist,SQL
GCP AI Engineer,flint-international,Senior,Data Scientist,GCP
GCP AI Engineer,flint-international,Senior,Data Scientist,Airflow
GCP AI Engineer,flint-international,Senior,Data Scientist,ETL
GCP AI Engineer,flint-international,Senior,Data Scientist,Machine Learning
GCP AI Engineer,flint-international,Senior,Data Scientist,Deep Learning
GCP AI Engineer,flint-international,Senior,Data Scientist,NLP
GCP AI Engineer,flint-international,Senior,Data Scientist,GenAI / LLMs
GCP AI Engineer,flint-international,Senior,Data Scientist,Oracle
GCP AI Engineer,flint-international,Senior,Data Scientist,Git
GCP AI Engineer,flint-international,Senior,Data Scientist,Docker/K8s
GCP AI Engineer,flint-international,Senior,Data Scientist,Arabic
"Machine Learning Engineer, level; Datacentre AI Engineering KSA",Nutanix,Lead/Manager+,Data Scientist,Python
"Machine Learning Engineer, level; Datacentre AI Engineering KSA",Nutanix,Lead/Manager+,Data Scientist,Java
"Machine Learning Engineer, level; Datacentre AI Engineering KSA",Nutanix,Lead/Manager+,Data Scientist,Machine Learning
"Machine Learning Engineer, level; Datacentre AI Engineering KSA",Nutanix,Lead/Manager+,Data Scientist,Deep Learning
"Machine Learning Engineer, level; Datacentre AI Engineering KSA",Nutanix,Lead/Manager+,Data Scientist,NLP
"Machine Learning Engineer, level; Datacentre AI Engineering KSA",Nutanix,Lead/Manager+,Data Scientist,GenAI / LLMs
AI Infrastructure Engineer,Eram Talent,Senior,Data Scientist,Python
AI Infrastructure Engineer,Eram Talent,Senior,Data Scientist,SQL
AI Infrastructure Engineer,Eram Talent,Senior,Data Scientist,GCP
AI Infrastructure Engineer,Eram Talent,Senior,Data Scientist,Machine Learning
AI Infrastructure Engineer,Eram Talent,Senior,Data Scientist,GenAI / LLMs
AI Infrastructure Engineer,Eram Talent,Senior,Data Scientist,Git
AI Infrastructure Engineer,Eram Talent,Senior,Data Scientist,Docker/K8s
AI Infrastructure Engineer,Eram Talent,Senior,Data Scientist,Dashboards/Reporting
Industrial AI Expert Saudi Arabia,Aramco Digital,Lead/Manager+,Data Scientist,ETL
Industrial AI Expert Saudi Arabia,Aramco Digital,Lead/Manager+,Data Scientist,Machine Learning
Industrial AI Expert Saudi Arabia,Aramco Digital,Lead/Manager+,Data Scientist,Communication
AI/ML Engineer: Build & Deploy Scalable ML Pipelines,Datamatics Technologies,Mid,Data Scientist,Machine Learning
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,Senior,Data Scientist,Python
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,Senior,Data Scientist,SQL
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,Senior,Data Scientist,Scala
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,Senior,Data Scientist,Java
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,Senior,Data Scientist,Spark
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,Senior,Data Scientist,Data Warehousing
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,Senior,Data Scientist,Hadoop
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,Senior,Data Scientist,Machine Learning
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,Senior,Data Scientist,Statistics
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,Senior,Data Scientist,Agile
AI Engineer,CodeNinja,Mid,Data Scientist,Python
AI Engineer,CodeNinja,Mid,Data Scientist,GenAI / LLMs
AI Engineer,CodeNinja,Mid,Data Scientist,SAS
AI Engineer,CodeNinja,Mid,Data Scientist,Dashboards/Reporting
Senior AI Engineer: End-to-End ML on GCP,Total-TECH Co,Senior,Data Scientist,Python
Senior AI Engineer: End-to-End ML on GCP,Total-TECH Co,Senior,Data Scientist,GCP
Senior AI Engineer: End-to-End ML on GCP,Total-TECH Co,Senior,Data Scientist,Machine Learning
Senior AI Engineer: End-to-End ML on GCP,Total-TECH Co,Senior,Data Scientist,Deep Learning
"Lead Engineer, AI & Machine Learning II",International Women in Mining,Lead/Manager+,Data Scientist,Machine Learning
"Lead Engineer, AI & Machine Learning II",International Women in Mining,Lead/Manager+,Data Scientist,Data Governance
"Lead Engineer, AI & Machine Learning II",International Women in Mining,Lead/Manager+,Data Scientist,Communication
Senior Data Scientist — End-to-End AI​/ML Solutions Lead,datascience,Lead/Manager+,Data Scientist,Machine Learning
Senior Data Scientist — End-to-End AI​/ML Solutions Lead,datascience,Lead/Manager+,Data Scientist,Statistics
AI Developer,Al-Watania Information Systems,Mid,Data Scientist,Python
AI Developer,Al-Watania Information Systems,Mid,Data Scientist,SQL
AI Developer,Al-Watania Information Systems,Mid,Data Scientist,Machine Learning
AI Developer,Al-Watania Information Systems,Mid,Data Scientist,Deep Learning
AI Developer,Al-Watania Information Systems,Mid,Data Scientist,GenAI / LLMs
AI Developer,Al-Watania Information Systems,Mid,Data Scientist,Docker/K8s
Senior Staff AI Engineer - Model Accuracy & NPU Optimization,Qualcomm,Senior,Data Scientist,Machine Learning
Staff ML Applications Engineer — Deep Learning Innovator,Nutanix,Mid,Other Data Role,Python
Staff ML Applications Engineer — Deep Learning Innovator,Nutanix,Mid,Other Data Role,Machine Learning
Staff ML Applications Engineer — Deep Learning Innovator,Nutanix,Mid,Other Data Role,Deep Learning
Senior Full Stack Engineer | Saudi National,UMATR,Senior,Other Data Role,Python
Senior Full Stack Engineer | Saudi National,UMATR,Senior,Other Data Role,PostgreSQL
Senior Full Stack Engineer | Saudi National,UMATR,Senior,Other Data Role,Docker/K8s
Senior Full Stack Engineer | Saudi National,UMATR,Senior,Other Data Role,Communication
Senior Full Stack Engineer | Saudi National,UMATR,Senior,Other Data Role,Dashboards/Reporting
MLOps Architect / Engineer (0–12+ Years Experience),Datamatics Technologies,Lead/Manager+,Other Data Role,Python
MLOps Architect / Engineer (0–12+ Years Experience),Datamatics Technologies,Lead/Manager+,Other Data Role,AWS
MLOps Architect / Engineer (0–12+ Years Experience),Datamatics Technologies,Lead/Manager+,Other Data Role,Azure
MLOps Architect / Engineer (0–12+ Years Experience),Datamatics Technologies,Lead/Manager+,Other Data Role,GCP
MLOps Architect / Engineer (0–12+ Years Experience),Datamatics Technologies,Lead/Manager+,Other Data Role,Spark
MLOps Architect / Engineer (0–12+ Years Experience),Datamatics Technologies,Lead/Manager+,Other Data Role,Airflow
MLOps Architect / Engineer (0–12+ Years Experience),Datamatics Technologies,Lead/Manager+,Other Data Role,Machine Learning
MLOps Architect / Engineer (0–12+ Years Experience),Datamatics Technologies,Lead/Manager+,Other Data Role,Git
MLOps Architect / Engineer (0–12+ Years Experience),Datamatics Technologies,Lead/Manager+,Other Data Role,Docker/K8s
MLOps Architect / Engineer (0–12+ Years Experience),Datamatics Technologies,Lead/Manager+,Other Data Role,Agile
MLOps Architect / Engineer (0–12+ Years Experience),Datamatics Technologies,Lead/Manager+,Other Data Role,Dashboards/Reporting
Senior Generative AI Engineer,InnovationTeam,Senior,Data Scientist,Python
Senior Generative AI Engineer,InnovationTeam,Senior,Data Scientist,Java
Senior Generative AI Engineer,InnovationTeam,Senior,Data Scientist,AWS
Senior Generative AI Engineer,InnovationTeam,Senior,Data Scientist,Azure
Senior Generative AI Engineer,InnovationTeam,Senior,Data Scientist,GCP
Senior Generative AI Engineer,InnovationTeam,Senior,Data Scientist,Machine Learning
Senior Generative AI Engineer,InnovationTeam,Senior,Data Scientist,Deep Learning
Senior Generative AI Engineer,InnovationTeam,Senior,Data Scientist,NLP
Senior Generative AI Engineer,InnovationTeam,Senior,Data Scientist,GenAI / LLMs
Senior Generative AI Engineer,InnovationTeam,Senior,Data Scientist,Docker/K8s
GCP AI Solutions Engineer - Real-Time ML & Insights,Müller`s Solutions,Mid,Data Scientist,GCP
GCP AI Solutions Engineer - Real-Time ML & Insights,Müller`s Solutions,Mid,Data Scientist,Machine Learning
